id,title,difficulty,acceptance_rate,likes,related_topics,time_taken,difficulty_label,Cluster_label
1101,The Earliest Moment When Everyone Become Friends,Medium,67.8,173,Union Find,30,2,24
1102,Path With Maximum Minimum Value,Medium,50.8,663,"Depth-first Search,Union Find,Graph",30,2,3
1103,Distribute Candies to People,Easy,63.4,511,,15,0,17
1104,Path In Zigzag Labelled Binary Tree,Medium,73.3,609,"Math,Tree",30,2,22
1105,Filling Bookcase Shelves,Medium,57.5,842,Dynamic Programming,30,2,5
1106,Parsing A Boolean Expression,Hard,59.4,341,String,50,1,6
1107,New Users Daily Count,Medium,46.1,66,,30,2,3
1108,Defanging an IP Address,Easy,88.4,659,String,15,0,12
1109,Corporate Flight Bookings,Medium,54.3,665,"Array,Math",30,2,5
1110,Delete Nodes And Return Forest,Medium,67.9,1747,"Tree,Depth-first Search",30,2,13
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,Medium,72.7,183,"Binary Search,Greedy",30,2,18
1112,Highest Grade For Each Student,Medium,72.4,114,,30,2,18
1113,Reported Posts,Easy,66.0,42,,15,0,17
1114,Print in Order,Easy,67.2,706,,15,0,7
1115,Print FooBar Alternately,Medium,58.9,362,,30,2,24
1116,Print Zero Even Odd,Medium,57.7,238,,30,2,24
1117,Building H2O,Medium,52.9,242,,30,2,3
1118,Number of Days in a Month,Easy,57.4,20,,15,0,17
1119,Remove Vowels from a String,Easy,90.5,177,String,15,0,12
1120,Maximum Average Subtree,Medium,63.9,396,Tree,30,2,24
1121,Divide Array Into Increasing Sequences,Hard,58.3,67,Math,50,1,6
1122,Relative Sort Array,Easy,68.2,1036,"Array,Sort",15,0,0
1123,Lowest Common Ancestor of Deepest Leaves,Medium,68.0,661,"Tree,Depth-first Search",30,2,22
1124,Longest Well-Performing Interval,Medium,33.3,593,Stack,30,2,4
1125,Smallest Sufficient Team,Hard,46.9,469,"Dynamic Programming,Bit Manipulation",50,1,9
1126,Active Businesses,Medium,68.5,119,,30,2,24
1127,User Purchase Platform,Hard,50.8,90,,50,1,9
1128,Number of Equivalent Domino Pairs,Easy,46.3,310,Array,15,0,14
1129,Shortest Path with Alternating Colors,Medium,40.5,651,"Breadth-first Search,Graph",30,2,4
1130,Minimum Cost Tree From Leaf Values,Medium,67.3,2035,"Dynamic Programming,Stack,Tree",30,2,13
1131,Maximum of Absolute Value Expression,Medium,51.6,304,"Math,Bit Manipulation",30,2,3
1132,Reported Posts II,Medium,34.6,80,,30,2,4
1133,Largest Unique Number,Easy,67.9,178,"Array,Hash Table",15,0,7
1134,Armstrong Number,Easy,78.1,91,Math,15,0,7
1135,Connecting Cities With Minimum Cost,Medium,59.6,471,"Union Find,Graph",30,2,24
1136,Parallel Courses,Medium,61.3,362,"Dynamic Programming,Depth-first Search,Graph",30,2,24
1137,N-th Tribonacci Number,Easy,56.1,515,Recursion,15,0,17
1138,Alphabet Board Path,Medium,51.4,423,"Hash Table,String",30,2,3
1139,Largest 1-Bordered Square,Medium,48.7,303,Dynamic Programming,30,2,3
1140,Stone Game II,Medium,64.7,760,Dynamic Programming,30,2,22
1141,User Activity for the Past 30 Days I,Easy,54.5,49,,15,0,17
1142,User Activity for the Past 30 Days II,Easy,35.4,49,,15,0,14
1143,Longest Common Subsequence,Medium,58.7,2799,Dynamic Programming,30,2,13
1144,Decrease Elements To Make Array Zigzag,Medium,46.2,174,Array,30,2,3
1145,Binary Tree Coloring Game,Medium,51.3,630,"Tree,Depth-first Search",30,2,3
1146,Snapshot Array,Medium,36.8,826,Array,30,2,4
1147,Longest Chunked Palindrome Decomposition,Hard,59.5,264,"Dynamic Programming,Rolling Hash",50,1,6
1148,Article Views I,Easy,77.1,49,,15,0,7
1149,Article Views II,Medium,48.3,54,,30,2,3
1150,Check If a Number Is Majority Element in a Sorted Array,Easy,57.2,191,"Array,Binary Search",15,0,17
1151,Minimum Swaps to Group All 1's Together,Medium,58.8,330,"Array,Sliding Window",30,2,24
1152,Analyze User Website Visit Pattern,Medium,43.1,169,"Array,Hash Table,Sort",30,2,3
1153,String Transforms Into Another String,Hard,35.8,572,Graph,50,1,11
1154,Day of the Year,Easy,49.1,150,Math,15,0,14
1155,Number of Dice Rolls With Target Sum,Medium,47.6,1230,Dynamic Programming,30,2,5
1156,Swap For Longest Repeated Character Substring,Medium,47.1,463,String,30,2,3
1157,Online Majority Element In Subarray,Hard,40.7,302,"Array,Binary Search,Segment Tree",50,1,11
1158,Market Analysis I,Medium,64.2,57,,30,2,24
1159,Market Analysis II,Hard,56.4,55,,50,1,6
1160,Find Words That Can Be Formed by Characters,Easy,67.9,592,"Array,Hash Table",15,0,7
1161,Maximum Level Sum of a Binary Tree,Medium,69.0,741,"Tree,Breadth-first Search",30,2,22
1162,As Far from Land as Possible,Medium,45.6,829,"Breadth-first Search,Graph",30,2,5
1163,Last Substring in Lexicographical Order,Hard,36.3,317,"String,Suffix Array",50,1,11
1164,Product Price at a Given Date,Medium,69.0,143,,30,2,18
1165,Single-Row Keyboard,Easy,85.4,266,String,15,0,12
1166,Design File System,Medium,58.4,149,"Hash Table,Design",30,2,24
1167,Minimum Cost to Connect Sticks,Medium,64.6,517,Greedy,30,2,24
1168,Optimize Water Distribution in a Village,Hard,61.1,396,"Union Find,Graph",50,1,6
1169,Invalid Transactions,Medium,30.9,151,"Array,String",30,2,4
1170,Compare Strings by Frequency of the Smallest Character,Medium,60.4,347,"Array,String,Binary Search",30,2,24
1171,Remove Zero Sum Consecutive Nodes from Linked List,Medium,41.5,830,Linked List,30,2,5
1172,Dinner Plate Stacks,Hard,37.6,235,Design,50,1,11
1173,Immediate Food Delivery I,Easy,82.7,99,,15,0,12
1174,Immediate Food Delivery II,Medium,62.2,52,,30,2,24
1175,Prime Arrangements,Easy,51.7,158,Math,15,0,14
1176,Diet Plan Performance,Easy,53.8,81,"Array,Sliding Window",15,0,17
1177,Can Make Palindrome from Substring,Medium,36.0,345,"Array,String",30,2,4
1178,Number of Valid Words for Each Puzzle,Hard,39.6,287,"Hash Table,Bit Manipulation",50,1,11
1179,Reformat Department Table,Easy,82.1,259,,15,0,12
1180,Count Substrings with Only One Distinct Letter,Easy,77.9,190,"Math,String",15,0,7
1181,Before and After Puzzle,Medium,44.5,59,String,30,2,3
1182,Shortest Distance to Target Color,Medium,53.6,154,Binary Search,30,2,24
1183,Maximum Number of Ones,Hard,57.8,76,"Math,Sort",50,1,6
1184,Distance Between Bus Stops,Easy,53.9,343,Array,15,0,17
1185,Day of the Week,Easy,61.1,156,Array,15,0,17
1186,Maximum Subarray Sum with One Deletion,Medium,38.9,770,Dynamic Programming,30,2,4
1187,Make Array Strictly Increasing,Hard,42.0,372,,50,1,9
1188,Design Bounded Blocking Queue,Medium,72.9,266,,30,2,18
1189,Maximum Number of Balloons,Easy,62.3,514,"Hash Table,String",15,0,17
1190,Reverse Substrings Between Each Pair of Parentheses,Medium,64.3,698,Stack,30,2,24
1191,K-Concatenation Maximum Sum,Medium,25.0,499,Dynamic Programming,30,2,4
1192,Critical Connections in a Network,Hard,50.3,2165,Depth-first Search,50,1,15
1193,Monthly Transactions I,Medium,69.0,60,,30,2,18
1194,Tournament Winners,Hard,52.5,63,,50,1,9
1195,Fizz Buzz Multithreaded,Medium,70.8,241,,30,2,18
1196,How Many Apples Can You Put into the Basket,Easy,68.3,100,Greedy,15,0,7
1197,Minimum Knight Moves,Medium,37.4,608,Breadth-first Search,30,2,4
1198,Find Smallest Common Element in All Rows,Medium,76.2,255,"Hash Table,Binary Search",30,2,18
1199,Minimum Time to Build Blocks,Hard,38.9,115,"Math,Dynamic Programming",50,1,11
1200,Minimum Absolute Difference,Easy,67.0,585,Array,15,0,7
1201,Ugly Number III,Medium,26.4,409,"Math,Binary Search",30,2,4
1202,Smallest String With Swaps,Medium,49.0,847,"Array,Union Find",30,2,5
1203,Sort Items by Groups Respecting Dependencies,Hard,48.4,387,"Depth-first Search,Graph,Topological Sort",50,1,9
1204,Last Person to Fit in the Elevator,Medium,72.1,126,,30,2,18
1205,Monthly Transactions II,Medium,45.8,74,,30,2,3
1206,Design Skiplist,Hard,59.0,239,Design,50,1,6
1207,Unique Number of Occurrences,Easy,71.9,662,Hash Table,15,0,7
1208,Get Equal Substrings Within Budget,Medium,44.2,400,"Array,Sliding Window",30,2,3
1209,Remove All Adjacent Duplicates in String II,Medium,57.8,1217,Stack,30,2,5
1210,Minimum Moves to Reach Target with Rotations,Hard,46.6,155,Breadth-first Search,50,1,9
1211,Queries Quality and Percentage,Easy,70.2,55,,15,0,7
1212,Team Scores in Football Tournament,Medium,56.9,149,,30,2,24
1213,Intersection of Three Sorted Arrays,Easy,79.4,262,"Hash Table,Two Pointers",15,0,7
1214,Two Sum BSTs,Medium,67.6,255,Binary Search Tree,30,2,24
1215,Stepping Numbers,Medium,43.6,139,Backtracking,30,2,3
1216,Valid Palindrome III,Hard,50.0,234,"String,Dynamic Programming",50,1,9
1217,Minimum Cost to Move Chips to The Same Position,Easy,71.0,285,"Array,Math,Greedy",15,0,7
1218,Longest Arithmetic Subsequence of Given Difference,Medium,46.8,508,"Hash Table,Math,Dynamic Programming",30,2,3
1219,Path with Maximum Gold,Medium,65.9,959,Backtracking,30,2,22
1220,Count Vowels Permutation,Hard,54.0,309,Dynamic Programming,50,1,9
1221,Split a String in Balanced Strings,Easy,84.3,1018,"String,Greedy",15,0,0
1222,Queens That Can Attack the King,Medium,69.4,421,Array,30,2,24
1223,Dice Roll Simulation,Hard,46.7,518,Dynamic Programming,50,1,9
1224,Maximum Equal Frequency,Hard,35.5,243,Hash Table,50,1,11
1225,Report Contiguous Dates,Hard,63.0,123,,50,1,6
1226,The Dining Philosophers,Medium,59.9,125,,30,2,24
1227,Airplane Seat Assignment Probability,Medium,62.2,254,"Math,Dynamic Programming,Brainteaser",30,2,24
1228,Missing Number In Arithmetic Progression,Easy,51.0,120,Math,15,0,14
1229,Meeting Scheduler,Medium,54.4,359,"Two Pointers,Sort,Line Sweep",30,2,24
1230,Toss Strange Coins,Medium,50.4,136,"Math,Dynamic Programming",30,2,3
1231,Divide Chocolate,Hard,53.7,455,"Binary Search,Greedy",50,1,9
1232,Check If It Is a Straight Line,Easy,43.2,547,"Array,Math,Geometry",15,0,14
1233,Remove Sub-Folders from the Filesystem,Medium,62.4,364,"Array,String",30,2,24
1234,Replace the Substring for Balanced String,Medium,34.6,482,"Two Pointers,String",30,2,4
1235,Maximum Profit in Job Scheduling,Hard,47.6,1183,"Binary Search,Dynamic Programming,Sort",50,1,15
1236,Web Crawler,Medium,64.7,125,"Depth-first Search,Breadth-first Search",30,2,24
1237,Find Positive Integer Solution for a Given Equation,Medium,70.1,230,"Math,Binary Search",30,2,18
1238,Circular Permutation in Binary Representation,Medium,66.4,139,Math,30,2,24
1239,Maximum Length of a Concatenated String with Unique Characters,Medium,49.9,855,"Backtracking,Bit Manipulation",30,2,5
1240,Tiling a Rectangle with the Fewest Squares,Hard,52.8,293,"Dynamic Programming,Backtracking",50,1,9
1241,Number of Comments per Post,Easy,67.8,96,,15,0,7
1242,Web Crawler Multithreaded,Medium,47.6,262,"Depth-first Search,Breadth-first Search",30,2,3
1243,Array Transformation,Easy,50.0,80,Array,15,0,14
1244,Design A Leaderboard,Medium,66.5,246,"Hash Table,Sort,Design",30,2,24
1245,Tree Diameter,Medium,61.3,454,"Tree,Depth-first Search,Breadth-first Search",30,2,24
1246,Palindrome Removal,Hard,45.8,222,Dynamic Programming,50,1,9
1247,Minimum Swaps to Make Strings Equal,Medium,62.9,496,"String,Greedy",30,2,24
1248,Count Number of Nice Subarrays,Medium,56.1,810,Two Pointers,30,2,5
1249,Minimum Remove to Make Valid Parentheses,Medium,64.2,1968,"String,Stack",30,2,13
1250,Check If It Is a Good Array,Hard,56.2,134,Math,50,1,6
1251,Average Selling Price,Easy,82.7,146,,15,0,12
1252,Cells with Odd Values in a Matrix,Easy,78.7,448,,15,0,7
1253,Reconstruct a 2-Row Binary Matrix,Medium,41.8,202,"Math,Greedy",30,2,3
1254,Number of Closed Islands,Medium,61.8,788,Depth-first Search,30,2,24
1255,Maximum Score Words Formed by Letters,Hard,70.1,274,Bit Manipulation,50,1,6
1256,Encode Number,Medium,67.9,42,"Math,Bit Manipulation",30,2,24
1257,Smallest Common Region,Medium,61.1,205,Tree,30,2,24
1258,Synonymous Sentences,Medium,62.3,129,Backtracking,30,2,24
1259,Handshakes That Don't Cross,Hard,54.3,83,"Math,Dynamic Programming",50,1,6
1260,Shift 2D Grid,Easy,61.8,315,Array,15,0,17
1261,Find Elements in a Contaminated Binary Tree,Medium,74.6,343,"Hash Table,Tree",30,2,18
1262,Greatest Sum Divisible by Three,Medium,49.9,727,Dynamic Programming,30,2,5
1263,Minimum Moves to Move a Box to Their Target Location,Hard,43.6,288,,50,1,9
1264,Page Recommendations,Medium,69.2,80,,30,2,18
1265,Print Immutable Linked List in Reverse,Medium,94.3,266,,30,2,18
1266,Minimum Time Visiting All Points,Easy,79.3,779,"Array,Geometry",15,0,7
1267,Count Servers that Communicate,Medium,57.8,545,"Array,Graph",30,2,24
1268,Search Suggestions System,Medium,64.7,968,String,30,2,22
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,43.3,361,Dynamic Programming,50,1,9
1270,All People Report to the Given Manager,Medium,88.3,185,,30,2,18
1271,Hexspeak,Easy,55.5,46,"Math,String",15,0,17
1272,Remove Interval,Medium,58.3,189,"Math,Line Sweep",30,2,24
1273,Delete Tree Nodes,Medium,62.0,154,"Dynamic Programming,Depth-first Search",30,2,24
1274,Number of Ships in a Rectangle,Hard,65.9,178,Divide and Conquer,50,1,6
1275,Find Winner on a Tic Tac Toe Game,Easy,52.8,326,Array,15,0,17
1276,Number of Burgers with No Waste of Ingredients,Medium,50.2,141,"Math,Greedy",30,2,3
1277,Count Square Submatrices with All Ones,Medium,72.8,1777,"Array,Dynamic Programming",30,2,22
1278,Palindrome Partitioning III,Hard,61.1,426,Dynamic Programming,50,1,6
1279,Traffic Light Controlled Intersection,Easy,76.2,36,,15,0,7
1280,Students and Examinations,Easy,75.3,155,,15,0,7
1281,Subtract the Product and Sum of Digits of an Integer,Easy,85.6,509,Math,15,0,12
1282,Group the People Given the Group Size They Belong To,Medium,84.4,531,Greedy,30,2,18
1283,Find the Smallest Divisor Given a Threshold,Medium,49.9,716,Binary Search,30,2,5
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,70.1,291,Breadth-first Search,50,1,6
1285,Find the Start and End Number of Continuous Ranges,Medium,87.8,200,,30,2,18
1286,Iterator for Combination,Medium,70.9,581,"Backtracking,Design",30,2,22
1287,Element Appearing More Than 25% In Sorted Array,Easy,60.2,438,Array,15,0,17
1288,Remove Covered Intervals,Medium,57.4,632,"Greedy,Sort,Line Sweep",30,2,24
1289,Minimum Falling Path Sum II,Hard,62.6,370,Dynamic Programming,50,1,6
1290,Convert Binary Number in a Linked List to Integer,Easy,81.7,1141,"Linked List,Bit Manipulation",15,0,0
1291,Sequential Digits,Medium,57.4,528,Backtracking,30,2,24
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,50.9,504,"Array,Binary Search",30,2,3
1293,Shortest Path in a Grid with Obstacles Elimination,Hard,43.1,724,Breadth-first Search,50,1,9
1294,Weather Type in Each Country,Easy,66.5,48,,15,0,17
1295,Find Numbers with Even Number of Digits,Easy,78.8,637,Array,15,0,7
1296,Divide Array in Sets of K Consecutive Numbers,Medium,55.7,678,"Array,Greedy",30,2,24
1297,Maximum Number of Occurrences of a Substring,Medium,50.6,331,"String,Bit Manipulation",30,2,3
1298,Maximum Candies You Can Get from Boxes,Hard,59.8,118,Breadth-first Search,50,1,6
1299,Replace Elements with Greatest Element on Right Side,Easy,74.6,722,Array,15,0,7
1300,Sum of Mutated Array Closest to Target,Medium,43.1,458,"Array,Binary Search",30,2,3
1301,Number of Paths with Max Score,Hard,38.2,199,Dynamic Programming,50,1,11
1302,Deepest Leaves Sum,Medium,84.2,1073,"Tree,Depth-first Search",30,2,22
1303,Find the Team Size,Easy,89.8,137,,15,0,12
1304,Find N Unique Integers Sum up to Zero,Easy,76.7,540,Array,15,0,7
1305,All Elements in Two Binary Search Trees,Medium,77.8,887,"Sort,Tree",30,2,22
1306,Jump Game III,Medium,62.2,1111,"Depth-first Search,Breadth-first Search,Recursion",30,2,22
1307,Verbal Arithmetic Puzzle,Hard,36.6,205,"Math,Backtracking",50,1,11
1308,Running Total for Different Genders,Medium,88.0,92,,30,2,18
1309,Decrypt String from Alphabet to Integer Mapping,Easy,77.8,538,String,15,0,7
1310,XOR Queries of a Subarray,Medium,69.5,482,Bit Manipulation,30,2,24
1311,Get Watched Videos by Your Friends,Medium,44.3,147,"Hash Table,String,Breadth-first Search",30,2,3
1312,Minimum Insertion Steps to Make a String Palindrome,Hard,60.0,715,Dynamic Programming,50,1,6
1313,Decompress Run-Length Encoded List,Easy,85.4,439,Array,15,0,12
1314,Matrix Block Sum,Medium,73.7,877,Dynamic Programming,30,2,22
1315,Sum of Nodes with Even-Valued Grandparent,Medium,84.2,903,"Tree,Depth-first Search",30,2,22
1316,Distinct Echo Substrings,Hard,49.7,110,"String,Rolling Hash",50,1,9
1317,Convert Integer to the Sum of Two No-Zero Integers,Easy,56.9,159,Math,15,0,17
1318,Minimum Flips to Make a OR b Equal to c,Medium,63.9,233,Bit Manipulation,30,2,24
1319,Number of Operations to Make Network Connected,Medium,55.5,826,"Depth-first Search,Breadth-first Search,Union Find",30,2,5
1320,Minimum Distance to Type a Word Using Two Fingers,Hard,61.7,541,Dynamic Programming,50,1,6
1321,Restaurant Growth,Medium,71.7,142,,30,2,18
1322,Ads Performance,Easy,58.3,116,,15,0,17
1323,Maximum 69 Number,Easy,77.9,551,Math,15,0,7
1324,Print Words Vertically,Medium,58.9,235,String,30,2,24
1325,Delete Leaves With a Given Value,Medium,73.8,685,Tree,30,2,22
1326,Minimum Number of Taps to Open to Water a Garden,Hard,47.5,572,"Dynamic Programming,Greedy",50,1,9
1327,List the Products Ordered in a Period,Easy,77.7,45,,15,0,7
1328,Break a Palindrome,Medium,47.6,307,String,30,2,3
1329,Sort the Matrix Diagonally,Medium,81.7,910,"Array,Sort",30,2,22
1330,Reverse Subarray To Maximize Array Value,Hard,36.8,221,"Array,Math",50,1,11
1331,Rank Transform of an Array,Easy,57.3,425,Array,15,0,17
1332,Remove Palindromic Subsequences,Easy,68.3,21,String,15,0,7
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",Medium,57.4,133,"Array,Sort",30,2,24
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,47.2,530,Graph,30,2,3
1335,Minimum Difficulty of a Job Schedule,Hard,56.6,617,Dynamic Programming,50,1,6
1336,Number of Transactions per Visit,Hard,49.2,34,,50,1,9
1337,The K Weakest Rows in a Matrix,Easy,72.0,796,"Array,Binary Search",15,0,7
1338,Reduce Array Size to The Half,Medium,67.7,424,"Array,Greedy",30,2,24
1339,Maximum Product of Splitted Binary Tree,Medium,38.5,516,"Dynamic Programming,Tree,Depth-first Search",30,2,4
1340,Jump Game V,Hard,59.3,334,Dynamic Programming,50,1,6
1341,Movie Rating,Medium,59.0,60,,30,2,24
1342,Number of Steps to Reduce a Number to Zero,Easy,85.7,863,Bit Manipulation,15,0,12
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,64.9,215,Array,30,2,24
1344,Angle Between Hands of a Clock,Medium,61.3,499,Math,30,2,24
1345,Jump Game IV,Hard,41.9,588,Breadth-first Search,50,1,9
1346,Check If N and Its Double Exist,Easy,36.0,317,Array,15,0,14
1347,Minimum Number of Steps to Make Two Strings Anagram,Medium,75.1,559,String,30,2,18
1348,Tweet Counts Per Frequency,Medium,37.0,8,Design,30,2,4
1349,Maximum Students Taking Exam,Hard,44.2,388,Dynamic Programming,50,1,9
1350,Students With Invalid Departments,Easy,90.4,76,,15,0,12
1351,Count Negative Numbers in a Sorted Matrix,Easy,75.8,921,"Array,Binary Search",15,0,0
1352,Product of the Last K Numbers,Medium,45.0,522,"Array,Design",30,2,3
1353,Maximum Number of Events That Can Be Attended,Medium,30.6,814,"Greedy,Sort,Segment Tree",30,2,4
1354,Construct Target Array With Multiple Sums,Hard,31.3,263,Greedy,50,1,11
1355,Activity Participants,Medium,74.6,66,,30,2,18
1356,Sort Integers by The Number of 1 Bits,Easy,70.4,473,"Sort,Bit Manipulation",15,0,7
1357,Apply Discount Every n Orders,Medium,66.9,76,Design,30,2,24
1358,Number of Substrings Containing All Three Characters,Medium,60.5,660,String,30,2,24
1359,Count All Valid Pickup and Delivery Options,Hard,56.3,287,"Math,Dynamic Programming",50,1,6
1360,Number of Days Between Two Dates,Easy,46.6,97,,15,0,14
1361,Validate Binary Tree Nodes,Medium,43.3,349,Graph,30,2,3
1362,Closest Divisors,Medium,57.8,106,Math,30,2,24
1363,Largest Multiple of Three,Hard,34.1,244,"Math,Dynamic Programming",50,1,11
1364,Number of Trusted Contacts of a Customer,Medium,79.2,30,,30,2,18
1365,How Many Numbers Are Smaller Than the Current Number,Easy,86.0,1549,"Array,Hash Table",15,0,0
1366,Rank Teams by Votes,Medium,55.6,420,"Array,Sort",30,2,24
1367,Linked List in Binary Tree,Medium,41.0,776,"Linked List,Dynamic Programming,Tree",30,2,4
1368,Minimum Cost to Make at Least One Valid Path in a Grid,Hard,57.6,513,Breadth-first Search,50,1,6
1369,Get the Second Most Recent Activity,Hard,69.1,58,,50,1,6
1370,Increasing Decreasing String,Easy,77.5,345,"String,Sort",15,0,7
1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,60.8,597,String,30,2,24
1372,Longest ZigZag Path in a Binary Tree,Medium,55.0,541,"Dynamic Programming,Tree",30,2,24
1373,Maximum Sum BST in Binary Tree,Hard,37.1,407,"Dynamic Programming,Binary Search Tree",50,1,11
1374,Generate a String With Characters That Have Odd Counts,Easy,76.9,182,String,15,0,7
1375,Bulb Switcher III,Medium,64.3,466,Array,30,2,24
1376,Time Needed to Inform All Employees,Medium,56.7,765,Depth-first Search,30,2,5
1377,Frog Position After T Seconds,Hard,35.4,188,Depth-first Search,50,1,11
1378,Replace Employee ID With The Unique Identifier,Easy,90.3,38,,15,0,12
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Medium,84.7,445,"Tree,Depth-first Search,Breadth-first Search,Recursion",30,2,18
1380,Lucky Numbers in a Matrix,Easy,70.4,470,Array,15,0,7
1381,Design a Stack With Increment Operation,Medium,76.3,551,"Stack,Design",30,2,18
1382,Balance a Binary Search Tree,Medium,76.0,626,Binary Search Tree,30,2,18
1383,Maximum Performance of a Team,Hard,36.0,407,"Greedy,Sort",50,1,11
1384,Total Sales Amount by Year,Hard,65.0,85,,50,1,6
1385,Find the Distance Value Between Two Arrays,Easy,66.4,170,,15,0,17
1386,Cinema Seat Allocation,Medium,36.0,233,"Array,Greedy",30,2,4
1387,Sort Integers by The Power Value,Medium,70.6,398,"Sort,Graph",30,2,18
1388,Pizza With 3n Slices,Hard,46.2,343,Dynamic Programming,50,1,9
1389,Create Target Array in the Given Order,Easy,84.9,473,Array,15,0,12
1390,Four Divisors,Medium,39.4,99,Math,30,2,3
1391,Check if There is a Valid Path in a Grid,Medium,44.9,318,"Depth-first Search,Breadth-first Search",30,2,3
1392,Longest Happy Prefix,Hard,42.0,330,String,50,1,9
1393,Capital Gain/Loss,Medium,91.0,84,,30,2,18
1394,Find Lucky Integer in an Array,Easy,63.1,363,Array,15,0,17
1395,Count Number of Teams,Medium,75.3,897,Array,30,2,22
1396,Design Underground System,Medium,71.9,713,Design,30,2,22
1397,Find All Good Strings,Hard,38.7,179,Dynamic Programming,50,1,11
1398,Customers Who Bought Products A and B but Not C,Medium,82.2,85,,30,2,18
1399,Count Largest Group,Easy,65.3,172,Array,15,0,17
1400,Construct K Palindrome Strings,Medium,62.9,333,Greedy,30,2,24
1401,Circle and Rectangle Overlapping,Medium,42.5,158,Geometry,30,2,3
1402,Reducing Dishes,Hard,72.1,414,Dynamic Programming,50,1,6
1403,Minimum Subsequence in Non-Increasing Order,Easy,71.9,208,"Greedy,Sort",15,0,7
1404,Number of Steps to Reduce a Number in Binary Representation to One,Medium,50.0,292,"String,Bit Manipulation",30,2,3
1405,Longest Happy String,Medium,52.6,522,"Dynamic Programming,Greedy",30,2,3
1406,Stone Game III,Hard,57.8,521,Dynamic Programming,50,1,6
1407,Top Travellers,Easy,84.0,53,,15,0,12
1408,String Matching in an Array,Easy,63.7,308,String,15,0,17
1409,Queries on a Permutation With Key,Medium,81.8,198,Array,30,2,18
1410,HTML Entity Parser,Medium,54.2,90,"String,Stack",30,2,24
1411,Number of Ways to Paint N × 3 Grid,Hard,60.5,438,Dynamic Programming,50,1,6
1412,Find the Quiet Students in All Exams,Hard,63.9,80,,50,1,6
1413,Minimum Value to Get Positive Step by Step Sum,Easy,65.5,345,Array,15,0,17
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,Medium,63.0,412,"Array,Greedy",30,2,24
1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,69.9,383,Backtracking,30,2,18
1416,Restore The Array,Hard,36.8,226,Dynamic Programming,50,1,11
1417,Reformat The String,Easy,56.6,246,String,15,0,17
1418,Display Table of Food Orders in a Restaurant,Medium,69.2,118,Hash Table,30,2,18
1419,Minimum Number of Frogs Croaking,Medium,47.7,430,String,30,2,3
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,64.1,276,Dynamic Programming,50,1,6
1421,NPV Queries,Medium,82.3,11,,30,2,18
1422,Maximum Score After Splitting a String,Easy,57.5,322,String,15,0,17
1423,Maximum Points You Can Obtain from Cards,Medium,46.9,1236,"Array,Dynamic Programming,Sliding Window",30,2,5
1424,Diagonal Traverse II,Medium,46.2,494,"Array,Sort",30,2,3
1425,Constrained Subsequence Sum,Hard,45.0,487,Dynamic Programming,50,1,9
1426,Counting Elements,Easy,59.1,59,Array,15,0,17
1427,Perform String Shifts,Easy,53.5,79,"Array,Math",15,0,17
1428,Leftmost Column with at Least a One,Medium,49.4,489,Array,30,2,3
1429,First Unique Number,Medium,49.9,225,"Hash Table,Design",30,2,3
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium,45.2,94,Tree,30,2,3
1431,Kids With the Greatest Number of Candies,Easy,88.2,732,Array,15,0,12
1432,Max Difference You Can Get From Changing an Integer,Medium,42.8,103,String,30,2,3
1433,Check If a String Can Break Another String,Medium,67.3,282,"String,Greedy",30,2,24
1434,Number of Ways to Wear Different Hats to Each Other,Hard,39.6,384,"Dynamic Programming,Bit Manipulation",50,1,11
1435,Create a Session Bar Chart,Easy,77.8,63,,15,0,7
1436,Destination City,Easy,77.3,563,String,15,0,7
1437,Check If All 1's Are at Least Length K Places Away,Easy,62.0,263,Array,15,0,17
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,44.4,1258,"Array,Sliding Window",30,2,5
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,60.2,485,Heap,50,1,6
1440,Evaluate Boolean Expression,Medium,75.1,70,,30,2,18
1441,Build an Array With Stack Operations,Easy,70.4,260,Stack,15,0,7
1442,Count Triplets That Can Form Two Arrays of Equal XOR,Medium,71.8,508,,30,2,18
1443,Minimum Time to Collect All Apples in a Tree,Medium,54.5,553,"Tree,Depth-first Search",30,2,24
1444,Number of Ways of Cutting a Pizza,Hard,53.9,302,Dynamic Programming,50,1,9
1445,Apples & Oranges,Medium,91.0,64,,30,2,18
1446,Consecutive Characters,Easy,61.4,509,String,15,0,17
1447,Simplified Fractions,Medium,62.2,143,Math,30,2,24
